sentence	label
"Metabolism: Ondansetron is extensively metabolized in humans, with approximately 5% of a radiolabeled dose recovered as the parent compound from the urine."	0
Patients should be advised to notify their physician if they are breast-feeding an infant.	0
"In patients taking potent inhibitors of CYP3A such as ketoconazole and itraconazole , avoid use of ADCIRCA see Drug Interactions ( 7.2 ) and Clinical Pharmacology ( 12.3 ) ."	0
Chromosomal aberrations in spermatocytes and abnormal sperm have been demonstrated in rodents treated with certain antipsychotics.	0
"Avoid use of strong inhibitors of CYP3A (e.g., ketoconazole, itraconazole, voriconazole, clarithromycin, nefazodone, ritonavir, saquinavir, nelfinavir, indinavir, atazanavir and telithromycin) [see Clinical Pharmacology (12.3) ]."	0
"Families and caregivers of patients should be advised to observe for the emergence of such symptoms on a day-to-day basis, since changes may be abrupt."	0
"Diluted Remodulin has been shown to be stable at ambient temperature when stored for up to 14 days using high-pH glycine diluent at concentrations as low as 0.004 mg/mL ( 4,000 ng/mL ) ."	0
"Potent inhibition of transporters MDR1 (P-gp), MRP2, and OATP-1B1 does not influence fingolimod disposition."	0
"In healthy adults, the mean biological half-life of rifampin in serum averages 3.35 <U+00B1> 0.66 hours after a 600 mg oral dose, with increases up to 5.08 <U+00B1> 2.45 hours reported after a 900 mg dose."	0
"If signs of toxicity occur at any time during this period, extended monitoring is required."	0
"Renal Insufficiency In hypertensive patients with renal insufficiency, serum concentrations of candesartan were elevated."	0
Known allergy to cornstarch or icodextrin (4.1) Maltose or isomaltose intolerance (4.2) Glycogen storage disease (4.2) Pre-existing severe lactic acidosis (4.3) EXTRANEAL is contraindicated in patients with a known allergy to cornstarch or icodextrin.	0
These are suggested dose adjustments based on pharmacokinetics following administration of multiple doses.	0
Diarrhea of Grade 3 or greater severity occurred in 11% of patients receiving CAPRELSA in the randomized MTC study.	0
Verapamil significantly counteracted the effects of quinidine on AV conduction.	0
This oral dose has also been shown to cause hypotension in rats.	0
A statement to patients and health care providers is included on the product's bottle label.	0
"Penicillin G is distributed to most areas of the body including lung, liver, kidney, muscle, bone and placenta."	0
Patients should be advised to notify their physician if they become pregnant or intend to become pregnant during therapy.	0
This resulted in increases in steady state atomoxetine AUC values that were 6- to 8-fold greater and in atomoxetine Cmax values that were 3- to 4-fold greater than when atomoxetine was given alone.	1
Pimozide: Do not use concomitantly (4.2).	0
"See DOSAGE AND ADMINISTRATION ( 2.6, 2.7 ), CONTRADICTIONS ( 4.1 ), WARNINGS AND PRECAUTIONS ( 5.2 )."	0
Special Populations Renal Impairment The dose of INVEGA<U+00AE> should be reduced in patients with moderate or severe renal impairment.	0
Interstitial lung disease and eosinophilic pneumonia associated with venlafaxine (the parent drug of PRISTIQ) therapy have been rarely reported.	0
Similar effects were observed following IV PERSANTINE<U+00AE> in doses ranging from 0.025 to 2.0 mg/kg.	0
Discontinue ELIQUIS in patients with active pathological hemorrhage.	0
"Nevertheless, over the 24-hour dosing interval, <U+03B2>1-blockade is comparable and dose-related."	0
Worsening heart failure or fluid retention may occur during up-titration of carvedilol.	0
LATUDA is metabolized into two active metabolites (ID-14283 and ID-14326) and two major non-active metabolites (ID-20219 and ID-20220).	0
"(also see CONTRAINDICATIONS, WARNINGS, PRECAUTIONS, Drug Interactions) Indinavir is an inhibitor of the cytochrome P450 isoform CYP3A4."	0
"Beta-Blockers<U+2014> In a study where propranolol (80 mg bid) was dosed orally for 18 days, the established steady-state plasma concentrations of propranolol were unaltered during coadministration with paroxetine (30 mg qd) for the final 10 days."	0
The dosage of CRIXIVAN should be reduced to 600 mg every 8 hours in patients with mild-to-moderate hepatic insufficiency due to cirrhosis.	0
Patients receiving sertraline hydrochloride experienced a mean reduction of approximately 7 points on the YBOCS total score which was significantly greater than the mean reduction of approximately 4 points in placebo-treated patients.	0
"If this drug is used during pregnancy, or if the patient becomes pregnant while taking the drug, the patient should be informed of the potential hazard to the fetus."	0
There are no PK data to allow for dosage adjustment recommendations in patients with severe hepatic impairment (Child-Pugh Class C).	0
Metabolism and Elimination Irbesartan Irbesartan is metabolized via glucuronide conjugation and oxidation.	0
"The spontaneous report data and the cohort study results provide estimates of the upper and lower limits of the risk of liver failure in nefazodone-treated patients, but are not capable of providing a precise risk estimate."	0
"Following treatment with Savella 50mg BID for three weeks in patients who were normotensive at baseline, the mean increase in mean 24-hour heart rate from baseline was 13 beats per minute."	0
"CNS Active Drugs<U+2013>In a study comparing the disposition of intravenously administered diazepam before and after 21 days of dosing with either sertraline (50 to 200 mg/day escalating dose) or placebo, there was a 32% decrease relative to baseline in diazepam clearance for the sertraline group compared to a 19% decrease relative to baseline for the placebo group (p < 0.03)."	1
"In a clinical study, saquinavir 1200 mg coadministered with REYATAZ 400 mg and tenofovir DF 300 mg (all given once daily) plus nucleoside analogue reverse transcriptase inhibitors did not provide adequate efficacy."	0
Orig Submission\Source\eliquis-pkplot-pop-fig3.jpg	0
"Amiodarone has the potential for interactions with drugs or substances that may be substrates , inhibitors or inducers of CYP450 enzymes ( e.g. , inhibitors such as protease inhibitors , grapefruit juice , certain fluoroquinolone and macrolide antibiotics , azole antifungals and inducers such as St.   John s Wort ) or P-glycoprotein ."	0
"Patients receiving high doses of salicylates concomitantly with LASIX , as in rheumatic disease , may experience salicylate toxicity at lower doses because of competitive renal excretory sites ."	1
Mexiletine: Monitor serum mexiletine levels (5.9).	0
"Co-administration of SAMSCA with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in tolvaptan exposure ."	1
Individualize to the needs of the patient and monitor during up-titration.	0
"The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide)."	0
EMEND for oral suspension in pediatric patients 6 months to less than 12 years of age or pediatric and adult patients unable to swallow capsules: see dosing recommendations in Table 3 in the Full Prescribing Information.	0
"Because animal reproduction studies are not always predictive of human response, this drug should be used during pregnancy only if clearly needed."	0
"Reduction in the Risk of Recurrence of Deep Venous Thrombosis and Pulmonary Embolism For patients with CrCl >30 mL/min, the recommended dose of PRADAXA is 150 mg taken orally, twice daily after previous treatment."	0
"The pooled analyses of placebo-controlled trials in adults with MDD or other psychiatric disorders included 295 short-term trials (median duration of 2months) of 11 antidepressant drugs in over 77,000 patients."	0
Hypotension: Dipyridamole should be used with caution in patients with hypotension since it can produce peripheral vasodilation.	0
"ALTACE is contraindicated in patients who are hypersensitive to this product or any other ACE inhibitor (e.g., a patient who has experienced angioedema during therapy with any other ACE inhibitor)."	0
Dabigatran Exposure to dabigatran is higher when it is administered with dronedarone than when it is administered alone.	1
"Also, mothers with HIV-1 should not breastfeed because HIV-1 can be passed to the baby in the breast milk."	0
"Patients who develop evidence of hepatocellular injury such as increased serum AST or serum ALT levels <U+2265> 3 times the upper limit of NORMAL, while on nefazodone hydrochloride tablets should be withdrawn from the drug."	0
